Col1,Col2,Actual,Predicted
-16345,-8120,S6,S6
-15637,8392,S6,S1
-3950,-324,S6,S1
-20354,-3789,S6,S20
-9738,8959,S6,S6
-13848,-9910,S6,S1
-11252,-3942,S6,S1
-4093,-3720,S6,S14
-14857,-14089,S6,S1
-17190,2752,S6,S36
-19479,-1177,S6,S6
-16885,7453,S7,S6
-4945,-4679,S7,S12
-18639,-260,S7,S18
-21862,1074,S7,S27
-17415,-8731,S7,S11
-2607,-1081,S7,S12
-16226,7941,S7,S5
-22349,2804,S7,S27
-22656,4751,S7,S37
-4248,4814,S7,S2
-11785,9286,S7,S18
-14237,-10406,S7,S1
-8197,8138,S7,S2
-15277,-8533,S7,S11
-13149,3509,S7,S18
-4926,5489,S7,S1
-18890,8666,S7,S18
-5207,-5833,S7,S1
-8013,7367,S7,S2
-5679,5671,S7,S1
-21115,-1037,S7,S7
-11948,-10637,S7,S11
-18232,1834,S7,S7
-3884,-4345,S7,S1
-22735,2952,S8,S8
-26050,-3466,S8,S7
-19562,-36,S8,S14
-22534,-1325,S8,S8
-13001,7166,S8,S10
-21353,-3255,S8,S8
-5171,5570,S8,S3
-2621,2380,S8,S3
-24084,102,S8,S8
-19139,-8189,S8,S6
-10126,8654,S8,S8
-4388,2401,S8,S18
-4978,-5177,S8,S3
-18079,1189,S8,S5
-12148,10784,S8,S32
-21540,3757,S8,S8
-7652,-7268,S8,S3
-8275,7718,S8,S5
-13406,-12475,S8,S11
-9559,-8651,S8,S3
-15879,-9357,S8,S18
-17530,-4957,S8,S14
-13512,-10208,S8,S30
-20623,8232,S8,S8
-3179,-2966,S9,S3
-9841,8024,S9,S11
-4644,-1644,S9,S3
-14702,4018,S9,S9
-1785,1649,S9,S9
-9736,-4375,S9,S7
-5462,4327,S9,S16
-9003,6971,S9,S23
-467,175,S9,S31
-17177,-2397,S9,S9
-11598,-3128,S9,S11
-6041,6121,S9,S23
-8574,7897,S9,S23
-2871,3241,S9,S14
-13014,-5967,S9,S2
-15796,-2460,S9,S3
-12631,3340,S9,S18
-792,119,S9,S9
-2803,-2343,S9,S30
-2354,2455,S9,S3
-15969,-394,S9,S9
-10589,-11,S9,S3
-14445,-3718,S9,S3
-8891,5954,S9,S11
-12270,9877,S10,S22
-15298,9927,S10,S18
-12573,-4541,S10,S23
-10922,-3572,S10,S5
-10670,11009,S10,S5
-11025,-7859,S10,S14
-18630,3825,S10,S10
-11949,-10014,S10,S11
-14770,-11673,S10,S14
-14452,5373,S10,S11
-16989,-735,S10,S10
-15842,11430,S10,S18
-16851,4567,S10,S10
-16574,7048,S10,S12
-10439,9308,S10,S18
-14903,6997,S10,S11
-17530,-1929,S10,S10
-16647,-3625,S10,S10
-3393,-1965,S10,S1
-11500,-9073,S10,S12
-14475,-13186,S10,S11
-14098,12411,S10,S27
-13875,-6919,S10,S10
-11787,10569,S10,S1
-2814,-2659,S11,S1
-8365,6938,S11,S23
-5236,5844,S11,S2
-1875,1833,S11,S12
-7610,8005,S11,S16
-7941,7730,S11,S16
-8887,-6517,S11,S7
-12697,-9500,S11,S5
-11039,10033,S11,S14
-14530,8760,S11,S14
-8010,-7484,S11,S7
-16967,3852,S11,S16
-17841,-2642,S11,S11
-867,316,S11,S9
-4089,4788,S11,S23
-18208,1498,S11,S11
-8634,-8980,S11,S2
-17530,-1633,S11,S19
-6889,-3119,S11,S2
-13574,-975,S11,S7
-11368,8966,S11,S14
-14463,-1214,S11,S17
-12556,2563,S11,S18
-19310,-4401,S11,S11
-16165,-11684,S12,S1
-2,-1,S12,S7
-4331,4844,S12,S8
-24748,-5532,S12,S12
-25100,2595,S12,S21
-6418,-7022,S12,S11
-19613,-1124,S12,S27
-11336,8659,S12,S13
-26399,4957,S12,S12
-20461,9127,S12,S24
-18095,-9407,S12,S17
-2,0,S12,S7
-24297,-2969,S12,S12
-10102,-9604,S12,S7
-21450,8952,S12,S21
-26381,592,S12,S12
-15278,-5142,S12,S5
-27314,-5451,S12,S21
-24094,3533,S12,S12
-11345,10634,S12,S18
-2038,1217,S12,S25
-10853,9597,S12,S3
-5570,5806,S12,S18
-21505,-11153,S12,S7
-8299,-4369,S13,S16
-17973,-5203,S13,S20
-9099,7641,S13,S5
-24450,74,S13,S13
-10233,9372,S13,S18
-8616,-8685,S13,S5
-9809,-9172,S13,S36
-26708,-3840,S13,S13
-6577,-6576,S13,S18
-4491,4394,S13,S33
-14375,-13273,S13,S12
-3890,-3575,S13,S19
-3240,-1720,S13,S1
-16220,12752,S13,S12
-19744,13290,S13,S24
-7734,7784,S13,S20
-1932,154,S13,S12
-19919,9585,S13,S24
-3151,2617,S13,S21
-16262,-8753,S13,S11
-13404,11798,S13,S35
-4450,4340,S13,S12
-12902,-9958,S13,S14
-2971,-1288,S13,S12
-16610,-2273,S14,S18
-14780,-3035,S14,S5
-16338,4182,S14,S18
-5746,-6032,S14,S2
-8975,-2299,S14,S18
-15835,6737,S14,S18
-17541,478,S14,S14
-19042,3807,S14,S14
-13597,8448,S14,S10
-17767,-742,S14,S14
-5243,5779,S14,S1
-7665,-7426,S14,S33
-2951,2535,S14,S21
-2540,2664,S14,S28
-13389,5786,S14,S11
-12533,-4569,S14,S18
-6950,7484,S14,S1
-3612,4309,S14,S2
-9649,-3359,S14,S5
-10677,2350,S14,S16
-15885,-7985,S14,S18
-9433,9080,S14,S11
-14266,5964,S14,S11
-18550,-3827,S14,S5
-7495,5578,S15,S2
-7873,8425,S15,S38
-14770,2202,S15,S15
-3763,-3018,S15,S23
-13407,-4692,S15,S22
-3340,3223,S15,S38
-13379,-7336,S15,S15
-10317,-5524,S15,S1
-5075,1893,S15,S13
-4853,4468,S15,S11
-13430,-3446,S15,S15
-2336,192,S15,S7
-8460,-6029,S15,S6
-9603,5754,S15,S11
-2338,1491,S15,S14
-13838,-1975,S15,S15
-9066,-8818,S15,S1
-11692,2438,S15,S6
-10329,-3701,S15,S6
-14392,3750,S15,S15
-5864,-1840,S15,S16
-12462,-855,S15,S15
-8969,-9126,S15,S3
-10318,-8576,S15,S9
-16293,-228,S16,S2
-5219,5649,S16,S1
-14075,121,S16,S2
-14772,-7123,S16,S10
-15579,4815,S16,S2
-14729,744,S16,S2
-17871,-2774,S16,S11
-9542,9119,S16,S2
-17794,1118,S16,S5
-14248,1778,S16,S23
-11608,-9548,S16,S14
-8952,-8758,S16,S2
-14109,7158,S16,S19
-3733,-4054,S16,S1
-17242,-1192,S16,S16
-13536,9544,S16,S19
-1756,1252,S16,S9
-11531,-10772,S16,S11
-8275,-7214,S16,S11
-9402,-7859,S16,S14
-9076,6102,S16,S2
-3764,-3198,S16,S23
-15265,-4037,S16,S16
-7534,-7985,S16,S2
-1085,61,S17,S9
-22900,-4713,S17,S8
-21460,810,S17,S17
-20438,-5760,S17,S17
-13403,-11296,S17,S6
-12775,7559,S17,S17
-16307,1884,S17,S9
-24529,-6521,S17,S7
-2829,-111,S17,S7
-9720,-8424,S17,S9
-1974,1233,S17,S8
-14294,-13242,S17,S28
-11160,-8010,S17,S8
-18717,5175,S17,S17
-15352,-10858,S17,S11
-20698,-240,S17,S11
-15009,3796,S17,S11
-24110,-1434,S17,S17
-2968,-2258,S17,S3
-8465,4685,S17,S7
-13753,7137,S17,S15
-9372,-4285,S17,S12
-19231,5626,S17,S17
-1731,-850,S17,S14
-9731,6566,S18,S5
-12298,-10782,S18,S14
-8733,9034,S18,S5
-4407,-1975,S18,S21
-15223,1318,S18,S14
-4040,-3795,S18,S1
-7669,6876,S18,S5
-9630,-8862,S18,S33
-16426,2348,S18,S33
-10034,-7607,S18,S17
-15775,-3075,S18,S5
-4985,-4068,S18,S12
-2868,-1423,S18,S12
-14957,5553,S18,S32
-4490,4877,S18,S6
-5542,5077,S18,S12
-17465,-1026,S18,S14
-8264,-5827,S18,S5
-10304,-8307,S18,S14
-16228,-4728,S18,S14
-17364,-2397,S18,S5
-19297,1962,S18,S11
-15813,-21,S18,S5
-17052,-847,S18,S11
-3254,3776,S19,S2
-3339,3393,S19,S21
-6719,-6091,S19,S5
-7986,-5266,S19,S14
-5001,2589,S19,S2
-7276,-7496,S19,S6
-13469,-7174,S19,S11
-1398,284,S19,S12
-7483,6190,S19,S2
-7290,6141,S19,S11
-16865,1951,S19,S19
-17350,4562,S19,S11
-13594,6120,S19,S16
-14510,-2192,S19,S11
-13844,-3659,S19,S11
-15257,2106,S19,S11
-11181,-9299,S19,S11
-11202,5211,S19,S6
-10538,-10094,S19,S22
-10971,-6094,S19,S2
-2697,-2328,S19,S2
-15937,-4367,S19,S19
-10827,-7712,S19,S19
-8234,5320,S19,S7
-17228,11869,S20,S5
-11383,8316,S20,S6
-19461,143,S20,S2
-8972,-8848,S20,S13
-4826,-4733,S20,S19
-18330,3161,S20,S36
-2324,2048,S20,S12
-12097,10696,S20,S22
-10029,7792,S20,S2
-14122,12367,S20,S6
-8797,-8470,S20,S13
-15817,-9911,S20,S11
-5786,-6786,S20,S18
-14079,6970,S20,S11
-19679,-209,S20,S20
-21148,1945,S20,S7
-13902,-13834,S20,S6
-13351,-12233,S20,S6
-1064,134,S20,S16
-19470,4717,S20,S7
-10331,9012,S20,S2
-7091,-7988,S20,S10
-14336,11548,S20,S6
-15062,11550,S20,S7
-13005,11111,S21,S5
-13303,-12614,S21,S4
-8706,-8607,S21,S4
-18621,-16300,S21,S4
-4531,-2185,S21,S20
-9300,-8898,S21,S10
-16413,-5370,S21,S7
-20014,-571,S21,S5
-27043,3326,S21,S4
-8855,4498,S21,S12
-26044,-904,S21,S21
-14689,13202,S21,S6
-8519,8438,S21,S12
-17436,15263,S21,S4
-9210,9377,S21,S10
-22496,-12191,S21,S7
-27712,6971,S21,S4
-16352,-13242,S21,S1
-24511,-4522,S21,S21
-6576,6919,S21,S20
-28622,1667,S21,S4
-6581,-6346,S21,S10
-24029,-7331,S21,S7
-12805,12763,S21,S10
-13609,10098,S22,S2
-4329,-3440,S22,S1
-10544,-8558,S22,S14
-9023,7500,S22,S4
-14674,-7796,S22,S20
-12185,-192,S22,S19
-10086,7510,S22,S1
-15603,3301,S22,S22
-16550,-95,S22,S22
-9248,8468,S22,S2
-9267,-7955,S22,S15
-12128,-6562,S22,S11
-9904,9779,S22,S20
-11786,9019,S22,S2
-301,61,S22,S22
-313,32,S22,S22
-12554,-6606,S22,S2
-15842,-155,S22,S2
-15748,-2973,S22,S22
-7671,2797,S22,S2
-12359,-10020,S22,S15
-13167,5823,S22,S2
-3759,-2032,S22,S10
-16044,5288,S22,S2
-1429,325,S23,S12
-9280,-5998,S23,S7
-5715,-5833,S23,S16
-9250,2161,S23,S33
-6635,6593,S23,S14
-1195,59,S23,S9
-14356,2015,S23,S23
-6061,-2693,S23,S2
-3570,3578,S23,S16
-8532,-8109,S23,S11
-8921,7331,S23,S11
-9588,-5812,S23,S7
-13102,-2411,S23,S23
-4332,4608,S23,S1
-7884,-3272,S23,S33
-13188,-2583,S23,S23
-6195,5009,S23,S9
-3865,-3880,S23,S2
-7389,5305,S23,S11
-11123,-6870,S23,S16
-6389,-6268,S23,S19
-22,26,S23,S7
-12185,632,S23,S16
-12916,-1690,S23,S11
-18688,-236,S24,S10
-13885,-11681,S24,S32
-20086,8552,S24,S5
-11289,-10296,S24,S20
-4973,-5495,S24,S16
-20271,2973,S24,S24
-21724,-588,S24,S8
-3268,-3473,S24,S14
-5970,5503,S24,S8
-18117,7231,S24,S5
-8952,-7181,S24,S18
-21313,-3974,S24,S24
-17333,-5201,S24,S12
-6433,6438,S24,S5
-2682,2461,S24,S12
-20948,5369,S24,S13
-8046,-8968,S24,S5
-21638,-1964,S24,S24
-8814,-9375,S24,S36
-21087,-747,S24,S24
-14584,2907,S24,S2
-23201,4777,S24,S24
-9770,-10091,S24,S5
-9172,8536,S24,S5
-8649,-7690,S25,S5
-20656,-7037,S25,S1
-9750,8938,S25,S2
-16188,-10493,S25,S6
-18259,7263,S25,S1
-22194,-1147,S25,S25
-10940,-10421,S25,S1
-15455,-7425,S25,S30
-6471,-6476,S25,S14
-7993,6865,S25,S1
-13555,-2454,S25,S1
-24212,4129,S25,S1
-5643,-5035,S25,S22
-12119,-8054,S25,S11
-3475,3144,S25,S25
-11635,10644,S25,S5
-23135,-1140,S25,S25
-23954,-2441,S25,S1
-20017,222,S25,S25
-22531,2186,S25,S1
-3160,-2516,S25,S3
-14003,-11930,S25,S11
-20669,3058,S25,S25
-192,92,S25,S1
-2866,2653,S26,S6
-12558,10417,S26,S6
-10381,-9364,S26,S15
-12169,-9188,S26,S6
-10385,-10595,S26,S20
-16767,-8897,S26,S1
-15028,201,S26,S6
-15158,7103,S26,S19
-6748,6090,S26,S1
-12405,9311,S26,S1
-10624,-9461,S26,S6
-11525,8142,S26,S1
-15495,5952,S26,S6
-15108,-7859,S26,S20
-13346,-4985,S26,S18
-19006,828,S26,S36
-17288,-604,S26,S26
-8740,-8998,S26,S20
-11467,9791,S26,S6
-18,-5,S26,S7
-16232,-761,S26,S20
-19844,3968,S26,S26
-13385,-11361,S26,S1
-4463,-460,S26,S1
-4603,4336,S27,S1
-11065,-11112,S27,S7
-5176,5589,S27,S1
-20218,-3371,S27,S7
-14768,-4354,S27,S14
-19270,-5307,S27,S7
-19361,-9572,S27,S7
-7863,-7721,S27,S1
-9729,8201,S27,S11
-21020,196,S27,S27
-2887,-1322,S27,S7
-24789,-3528,S27,S21
-15301,4220,S27,S13
-14408,-11276,S27,S1
-17508,8878,S27,S21
-7003,4208,S27,S2
-20663,-5416,S27,S5
-5084,-5177,S27,S1
-3853,4044,S27,S1
-16575,-14105,S27,S1
-16110,-5363,S27,S11
-17221,-178,S27,S11
-21061,220,S27,S7
-17759,1256,S27,S14
-20236,2235,S28,S11
-13022,9657,S28,S18
-8893,7934,S28,S11
-17163,-4256,S28,S5
-14625,-6734,S28,S11
-6396,-3440,S28,S2
-9982,-9218,S28,S10
-17777,6561,S28,S12
-18079,3360,S28,S11
-12727,14,S28,S16
-19396,-523,S28,S2
-13802,-8695,S28,S14
-344,146,S28,S28
-6162,-6018,S28,S10
-21183,-3157,S28,S28
-6427,6830,S28,S2
-18943,8009,S28,S27
-7229,6675,S28,S21
-344,146,S28,S28
-18706,-730,S28,S10
-9477,9115,S28,S27
-5426,-163,S28,S1
-15737,-11893,S28,S12
-19732,-662,S28,S2
-13586,9498,S29,S1
-15019,-14522,S29,S1
-23675,-5731,S29,S13
-23268,1533,S29,S29
-7374,6891,S29,S2
-20958,8309,S29,S5
-22641,-5750,S29,S5
-17087,11951,S29,S27
-6025,6737,S29,S6
-15492,-9544,S29,S1
-14815,11604,S29,S6
-14581,3983,S29,S6
-12728,-11416,S29,S4
-11852,-12041,S29,S1
-5784,-601,S29,S5
-18823,6366,S29,S16
-7415,7506,S29,S2
-11513,3185,S29,S6
-5896,-6526,S29,S10
-3451,3329,S29,S11
-9536,-7669,S29,S6
-22149,-3404,S29,S29
-23151,330,S29,S35
-15387,-917,S29,S36
-8082,6444,S30,S2
-15412,-3862,S30,S20
-13079,-5185,S30,S2
-9740,-9254,S30,S1
-16113,1003,S30,S1
-18857,-3806,S30,S2
-5357,-5426,S30,S3
-20940,3403,S30,S1
-3984,4558,S30,S1
-22971,-2601,S30,S1
-1585,394,S30,S16
-13626,6117,S30,S2
-14306,771,S30,S2
-2003,-303,S30,S14
-13243,7348,S30,S18
-10389,-8823,S30,S14
-19077,7751,S30,S1
-21797,2612,S30,S1
-6688,-1181,S30,S2
-3414,3493,S30,S1
-1146,663,S30,S3
-18910,-3904,S30,S1
-15966,-3788,S30,S2
-21882,-1450,S30,S30
-25285,9423,S31,S31
-20207,-14057,S31,S12
-15146,-10594,S31,S6
-8153,-7647,S31,S10
-20352,-11334,S31,S12
-29799,6915,S31,S31
-28434,3974,S31,S31
-19086,-605,S31,S11
-26036,-8870,S31,S31
-29603,-2213,S31,S31
-15640,11168,S31,S6
-29066,-10415,S31,S31
-33311,3787,S31,S31
-2311,759,S31,S8
-573,166,S31,S31
-11702,-10337,S31,S27
-21391,-9010,S31,S7
-577,171,S31,S31
-572,174,S31,S31
-11528,10294,S31,S33
-21494,9054,S31,S12
-33065,-1418,S31,S31
-4061,-1814,S31,S25
-28700,493,S31,S31
-12473,-523,S32,S5
-11858,3249,S32,S16
-14845,-8653,S32,S18
-19435,1808,S32,S36
-17950,-1151,S32,S5
-10152,-10214,S32,S5
-8961,7746,S32,S32
-11418,-8945,S32,S5
-16947,-5798,S32,S36
-6718,-6486,S32,S5
-9434,8676,S32,S6
-16875,-1869,S32,S18
-14932,-433,S32,S5
-7790,7680,S32,S8
-15150,10406,S32,S5
-14735,-5085,S32,S14
-11274,-9589,S32,S12
-15510,-9248,S32,S13
-16790,-754,S32,S14
-18719,1017,S32,S18
-4533,4578,S32,S8
-17575,6587,S32,S36
-7654,-5972,S32,S5
-15720,1670,S32,S14
-3091,3273,S33,S1
-7020,-7070,S33,S18
-17134,-815,S33,S18
-8084,-8116,S33,S11
-16509,-2563,S33,S33
-11000,-3267,S33,S5
-12652,-9290,S33,S36
-16042,-108,S33,S33
-14201,1969,S33,S14
-9394,-7473,S33,S14
-5066,-4938,S33,S11
-11089,9827,S33,S18
-7001,6849,S33,S16
-7190,7413,S33,S2
-6664,6051,S33,S14
-8573,6270,S33,S7
-12812,6416,S33,S16
-4296,-4335,S33,S11
-14054,-3127,S33,S14
-16574,-170,S33,S11
-15206,2888,S33,S10
-5386,5445,S33,S1
-11738,-5229,S33,S14
-5107,4726,S33,S11
-18243,496,S34,S2
-9086,9971,S34,S5
-18973,-9777,S34,S6
-5427,3713,S34,S11
-13919,-131,S34,S18
-16647,9068,S34,S1
-3276,-3886,S34,S1
-8060,7859,S34,S36
0,0,S34,S7
-23236,-986,S34,S1
-22600,-2040,S34,S1
-11414,-11776,S34,S1
-7123,-7189,S34,S5
-18415,-9184,S34,S1
-12907,-9976,S34,S5
-12632,11277,S34,S1
-20330,-5824,S34,S1
-9374,7770,S34,S36
-13768,-7957,S34,S5
-24344,2929,S34,S1
-10570,-9978,S34,S22
-8501,8955,S34,S5
-18063,-3334,S34,S1
-7616,-1089,S34,S16
-18690,-4283,S35,S38
-8906,-7518,S35,S5
-2475,1944,S35,S12
-8862,7146,S35,S5
-17783,-7258,S35,S10
-20471,-117,S35,S10
-19599,431,S35,S11
-12211,6920,S35,S12
-3430,-2882,S35,S19
-22494,-1702,S35,S35
-19256,-764,S35,S11
-4987,5000,S35,S14
-11329,-9161,S35,S12
-21541,-3374,S35,S13
-11554,4809,S35,S5
-7979,-7927,S35,S11
-23854,4378,S35,S12
-6098,5877,S35,S14
-8991,8235,S35,S5
-19268,-3038,S35,S5
-5105,-4627,S35,S13
-6332,-6186,S35,S11
-23918,2828,S35,S13
-13221,10067,S35,S5
-12754,10580,S36,S5
-19429,-2972,S36,S14
-7913,3514,S36,S12
-9232,-7224,S36,S7
-10365,7812,S36,S10
-5645,5155,S36,S8
-15224,8294,S36,S18
-17390,5957,S36,S18
-5863,5908,S36,S7
-13656,-12831,S36,S5
-10896,9715,S36,S16
-4843,-4019,S36,S24
-10054,-10567,S36,S2
-13523,-7593,S36,S5
-18032,3457,S36,S18
-4701,5233,S36,S1
-5200,-5622,S36,S11
-17683,-36,S36,S18
-7004,-7779,S36,S10
-13804,-178,S36,S5
-8460,-2354,S36,S12
-11685,-10335,S36,S11
-3106,-65,S36,S18
-17675,-3077,S36,S14
-18829,-4941,S37,S7
-18206,8797,S37,S5
-6765,-7267,S37,S11
-18605,163,S37,S10
-14998,-12309,S37,S7
-15408,-8089,S37,S20
-21403,-216,S37,S1
-9812,-7324,S37,S14
-18548,1152,S37,S1
-7235,7805,S37,S12
-7931,8344,S37,S12
-11258,-11600,S37,S10
-21933,-1428,S37,S1
-7252,-6587,S37,S5
-19566,-3310,S37,S7
-16883,-8297,S37,S1
-5420,-4546,S37,S11
-13849,12989,S37,S29
-10768,10662,S37,S10
-23072,3622,S37,S4
-14202,-9927,S37,S1
-10986,4273,S37,S5
-19496,-5397,S37,S5
-9600,-9925,S37,S10
-18899,-1985,S38,S38
-4612,5257,S38,S3
-11104,9649,S38,S14
-7284,-7730,S38,S5
-17818,3364,S38,S14
-8478,7003,S38,S5
-3802,-4074,S38,S3
-7822,6194,S38,S2
-5743,2383,S38,S13
-19213,757,S38,S14
-13067,-573,S38,S2
-18466,1507,S38,S1
-14998,-7701,S38,S10
-11680,8389,S38,S12
-6258,-6432,S38,S16
-19486,2863,S38,S1
-15895,-5277,S38,S14
-3072,-2811,S38,S2
-15644,8130,S38,S19
-14032,1687,S38,S14
-13084,-4953,S38,S18
-15923,5700,S38,S2
-12364,-8620,S38,S5
-1657,-1034,S38,S8
