Col1,Col2,Actual,Predicted
3,3,S7,S22
121,123,S7,S22
13,12,S7,S22
4,3,S7,S19
5,4,S7,S22
102,100,S7,S12
3,2,S7,S22
2,3,S7,S20
84,91,S7,S22
147,147,S7,S5
51,54,S7,S22
168,144,S7,S22
26,29,S8,S22
69,63,S8,S5
39,44,S8,S22
41,47,S8,S5
1,1,S8,S22
66,68,S8,S5
2,2,S8,S22
2,2,S8,S22
41,48,S8,S22
107,114,S8,S5
1,1,S8,S22
1,1,S8,S22
147,131,S8,S22
31,38,S8,S20
1,2,S8,S22
23,26,S8,S20
129,137,S8,S5
2,2,S8,S22
168,169,S8,S5
102,100,S8,S22
103,113,S8,S5
65,65,S8,S22
122,124,S8,S5
5,5,S8,S22
23,26,S9,S22
0,1,S9,S22
0,0,S9,S5
2,1,S9,S22
0,0,S9,S20
1,2,S9,S5
0,0,S9,S20
0,0,S9,S22
0,0,S9,S28
3,3,S9,S22
30,41,S9,S22
0,0,S9,S19
0,0,S9,S22
0,0,S9,S19
19,23,S9,S22
19,10,S9,S22
0,2,S9,S22
1,1,S9,S16
13,11,S9,S12
0,0,S9,S23
4,4,S9,S22
0,0,S9,S5
11,7,S9,S22
0,1,S9,S22
0,0,S10,S20
0,0,S10,S22
24,29,S10,S22
20,27,S10,S5
0,0,S10,S20
39,45,S10,S22
9,13,S10,S22
47,53,S10,S22
60,70,S10,S5
1,3,S10,S22
16,22,S10,S22
1,1,S10,S22
6,9,S10,S22
2,2,S10,S22
0,0,S10,S22
1,2,S10,S22
19,25,S10,S22
22,30,S10,S22
32,33,S10,S26
49,64,S10,S5
61,78,S10,S22
0,0,S10,S20
32,40,S10,S5
0,1,S10,S22
89,96,S11,S5
2,2,S11,S20
3,3,S11,S22
3,4,S11,S23
3,2,S11,S20
2,2,S11,S22
90,89,S11,S22
139,143,S11,S22
2,2,S11,S20
2,2,S11,S22
116,109,S11,S5
28,28,S11,S10
90,90,S11,S5
2,2,S11,S23
2,2,S11,S19
55,56,S11,S5
187,200,S11,S26
80,81,S11,S5
64,69,S11,S32
50,49,S11,S22
3,4,S11,S22
67,73,S11,S20
6,6,S11,S22
108,109,S11,S22
174,175,S12,S22
1,1,S12,S28
5,5,S12,S1
141,142,S12,S22
66,68,S12,S22
255,255,S12,S22
90,95,S12,S5
4,4,S12,S22
47,48,S12,S22
6,7,S12,S22
173,179,S12,S5
0,0,S12,S28
111,112,S12,S22
155,147,S12,S5
8,8,S12,S22
79,80,S12,S22
92,90,S12,S22
142,142,S12,S22
47,48,S12,S22
5,5,S12,S20
5,5,S12,S20
3,3,S12,S22
4,4,S12,S20
187,191,S12,S22
94,100,S13,S5
110,115,S13,S5
6,6,S13,S22
80,84,S13,S5
8,8,S13,S20
253,255,S13,S22
179,182,S13,S5
140,146,S13,S5
253,255,S13,S26
6,7,S13,S20
226,238,S13,S5
255,247,S13,S22
252,253,S13,S26
7,7,S13,S20
7,8,S13,S22
5,6,S13,S20
14,14,S13,S5
8,8,S13,S5
5,5,S13,S20
172,178,S13,S22
6,6,S13,S22
6,6,S13,S20
151,154,S13,S5
81,83,S13,S26
77,81,S14,S22
78,77,S14,S22
22,25,S14,S22
254,255,S14,S26
7,6,S14,S20
9,10,S14,S22
50,55,S14,S22
37,42,S14,S22
2,2,S14,S22
74,80,S14,S22
2,3,S14,S20
129,128,S14,S22
2,3,S14,S20
3,4,S14,S23
4,5,S14,S22
88,88,S14,S22
2,2,S14,S19
1,1,S14,S19
49,52,S14,S22
9,9,S14,S22
135,142,S14,S22
3,3,S14,S20
4,4,S14,S22
109,115,S14,S22
2,4,S15,S22
2,3,S15,S22
10,6,S15,S22
24,28,S15,S5
17,24,S15,S22
5,5,S15,S22
32,33,S15,S22
18,21,S15,S5
4,5,S15,S22
4,3,S15,S22
16,20,S15,S22
5,3,S15,S32
24,27,S15,S22
2,2,S15,S22
4,4,S15,S20
16,14,S15,S22
76,73,S15,S5
3,4,S15,S22
10,9,S15,S22
7,4,S15,S22
7,10,S15,S5
10,8,S15,S22
87,67,S15,S5
27,21,S15,S5
78,77,S16,S5
3,2,S16,S20
75,78,S16,S5
129,129,S16,S22
28,26,S16,S10
54,56,S16,S22
92,95,S16,S22
3,2,S16,S20
58,59,S16,S10
40,40,S16,S22
152,152,S16,S5
232,217,S16,S5
10,9,S16,S5
206,162,S16,S22
80,83,S16,S22
2,2,S16,S22
3,3,S16,S20
196,186,S16,S5
139,136,S16,S5
110,107,S16,S5
2,2,S16,S22
15,9,S16,S21
102,102,S16,S5
209,231,S16,S5
0,0,S17,S28
38,42,S17,S22
22,26,S17,S22
34,56,S17,S22
9,11,S17,S5
0,0,S17,S22
3,4,S17,S22
41,41,S17,S22
0,0,S17,S20
0,1,S17,S5
0,0,S17,S20
25,43,S17,S5
2,4,S17,S22
21,8,S17,S22
17,24,S17,S22
14,19,S17,S22
1,0,S17,S22
29,33,S17,S22
0,0,S17,S5
0,0,S17,S22
0,0,S17,S20
2,5,S17,S5
8,11,S17,S22
0,0,S17,S12
5,5,S18,S22
176,177,S18,S22
6,5,S18,S22
96,102,S18,S32
32,32,S18,S22
188,161,S18,S26
5,4,S18,S22
192,208,S18,S26
30,31,S18,S22
136,143,S18,S5
65,70,S18,S22
146,153,S18,S26
248,237,S18,S12
15,19,S18,S22
6,6,S18,S19
7,7,S18,S20
66,68,S18,S22
66,69,S18,S22
104,110,S18,S22
91,95,S18,S22
69,74,S18,S22
47,50,S18,S22
50,55,S18,S22
55,60,S18,S22
2,2,S19,S19
3,2,S19,S20
74,70,S19,S5
56,56,S19,S5
1,2,S19,S32
155,157,S19,S26
97,98,S19,S5
5,6,S19,S5
2,2,S19,S20
2,2,S19,S22
14,17,S19,S22
5,5,S19,S22
3,3,S19,S22
44,43,S19,S22
56,55,S19,S22
10,10,S19,S22
128,127,S19,S26
3,3,S19,S22
144,146,S19,S26
85,86,S19,S26
109,108,S19,S12
71,70,S19,S5
93,92,S19,S5
2,2,S19,S22
5,4,S20,S22
3,3,S20,S5
52,51,S20,S5
150,148,S20,S5
136,143,S20,S26
25,25,S20,S5
5,6,S20,S20
5,5,S20,S20
4,4,S20,S22
4,4,S20,S22
116,117,S20,S5
132,132,S20,S5
255,255,S20,S5
4,5,S20,S22
60,56,S20,S22
42,42,S20,S22
209,204,S20,S5
170,163,S20,S5
6,6,S20,S5
17,18,S20,S5
4,4,S20,S22
176,175,S20,S5
3,3,S20,S5
5,5,S20,S20
7,7,S21,S22
194,204,S21,S5
223,184,S21,S22
234,242,S21,S5
195,202,S21,S12
255,255,S21,S5
99,97,S21,S22
76,75,S21,S22
78,81,S21,S22
9,8,S21,S20
107,101,S21,S5
10,11,S21,S20
9,8,S21,S20
9,8,S21,S20
9,10,S21,S20
198,197,S21,S22
53,55,S21,S22
159,166,S21,S5
120,118,S21,S22
8,8,S21,S20
96,97,S21,S22
255,255,S21,S22
148,147,S21,S22
10,9,S21,S22
4,5,S22,S5
201,203,S22,S26
81,85,S22,S5
4,4,S22,S22
75,80,S22,S22
23,22,S22,S22
5,5,S22,S22
11,13,S22,S22
30,30,S22,S22
3,5,S22,S22
86,87,S22,S5
58,64,S22,S22
4,3,S22,S22
4,4,S22,S22
2,2,S22,S22
2,2,S22,S22
67,71,S22,S5
31,31,S22,S5
44,46,S22,S22
5,4,S22,S5
90,93,S22,S22
6,6,S22,S5
44,46,S22,S5
6,8,S22,S22
0,0,S23,S32
60,59,S23,S22
72,71,S23,S5
6,8,S23,S22
0,0,S23,S22
2,2,S23,S12
22,25,S23,S20
8,6,S23,S32
0,0,S23,S23
117,111,S23,S22
0,0,S23,S22
62,56,S23,S5
50,47,S23,S22
0,0,S23,S20
33,31,S23,S22
50,46,S23,S22
0,0,S23,S20
94,109,S23,S26
0,0,S23,S22
71,67,S23,S22
99,93,S23,S5
0,0,S23,S28
25,23,S23,S22
34,35,S23,S22
43,55,S24,S5
219,221,S24,S26
7,8,S24,S22
157,154,S24,S5
147,138,S24,S22
38,42,S24,S22
96,99,S24,S5
255,234,S24,S26
2,3,S24,S20
4,5,S24,S22
97,95,S24,S5
134,136,S24,S5
111,114,S24,S22
2,2,S24,S20
5,5,S24,S20
23,26,S24,S22
255,253,S24,S26
108,113,S24,S22
180,178,S24,S5
81,85,S24,S22
9,9,S24,S22
39,45,S24,S22
253,254,S24,S26
3,3,S24,S22
131,130,S25,S5
145,151,S25,S22
5,6,S25,S20
165,172,S25,S22
5,5,S25,S22
91,94,S25,S22
217,230,S25,S5
132,136,S25,S22
255,255,S25,S22
4,5,S25,S20
66,65,S25,S22
60,64,S25,S22
147,150,S25,S26
133,133,S25,S22
5,6,S25,S20
4,4,S25,S20
102,106,S25,S22
110,114,S25,S22
67,69,S25,S22
66,70,S25,S22
116,105,S25,S22
236,243,S25,S22
47,47,S25,S22
1,1,S25,S28
5,5,S26,S20
4,5,S26,S22
175,183,S26,S5
126,130,S26,S5
218,231,S26,S5
147,155,S26,S22
50,54,S26,S5
6,6,S26,S22
3,3,S26,S22
4,4,S26,S22
120,124,S26,S22
4,4,S26,S20
18,20,S26,S5
147,155,S26,S5
91,91,S26,S22
51,53,S26,S5
45,36,S26,S5
138,139,S26,S22
4,5,S26,S20
1,1,S26,S28
79,86,S26,S5
40,41,S26,S5
174,185,S26,S22
40,46,S26,S5
4,4,S27,S20
246,242,S27,S27
4,4,S27,S19
82,84,S27,S22
66,69,S27,S22
94,97,S27,S22
129,133,S27,S22
222,222,S27,S26
5,5,S27,S20
63,65,S27,S22
148,156,S27,S12
94,97,S27,S22
8,9,S27,S22
136,136,S27,S22
6,5,S27,S22
6,5,S27,S20
101,107,S27,S22
255,255,S27,S26
4,4,S27,S20
196,199,S27,S22
89,92,S27,S22
43,44,S27,S22
53,54,S27,S22
43,45,S27,S22
68,71,S28,S22
6,6,S28,S20
7,6,S28,S22
110,112,S28,S22
116,119,S28,S22
125,127,S28,S5
164,168,S28,S5
39,39,S28,S22
47,48,S28,S22
44,47,S28,S22
89,92,S28,S22
137,143,S28,S22
3,3,S28,S28
115,114,S28,S12
113,118,S28,S22
8,8,S28,S20
26,28,S28,S22
7,7,S28,S20
3,4,S28,S28
101,107,S28,S22
8,8,S28,S22
69,69,S28,S22
208,209,S28,S5
98,101,S28,S22
5,5,S29,S20
240,231,S29,S5
95,97,S29,S22
41,40,S29,S22
5,6,S29,S20
6,6,S29,S22
99,102,S29,S5
5,5,S29,S22
6,6,S29,S20
120,113,S29,S5
5,5,S29,S22
5,5,S29,S22
158,151,S29,S5
218,214,S29,S5
24,24,S29,S5
7,7,S29,S22
5,5,S29,S20
8,9,S29,S20
166,166,S29,S12
6,6,S29,S20
99,95,S29,S22
75,76,S29,S22
49,47,S29,S22
39,35,S29,S22
0,0,S30,S20
36,30,S30,S22
42,47,S30,S5
103,107,S30,S5
24,30,S30,S5
41,37,S30,S22
103,84,S30,S22
21,24,S30,S22
0,0,S30,S20
58,68,S30,S22
2,2,S30,S16
1,1,S30,S5
9,11,S30,S5
5,4,S30,S5
0,1,S30,S22
79,89,S30,S5
8,10,S30,S22
36,44,S30,S5
4,4,S30,S32
0,0,S30,S20
0,0,S30,S20
38,39,S30,S22
51,58,S30,S22
53,64,S30,S22
12,12,S31,S22
226,230,S31,S5
224,228,S31,S5
255,255,S31,S5
157,162,S31,S22
14,14,S31,S22
22,21,S31,S22
40,40,S31,S22
183,186,S31,S22
88,88,S31,S5
11,10,S31,S22
187,188,S31,S22
58,59,S31,S22
13,13,S31,S19
6,7,S31,S28
177,176,S31,S26
127,132,S31,S22
6,6,S31,S28
6,7,S31,S28
12,12,S31,S22
12,12,S31,S22
99,100,S31,S22
255,255,S31,S22
90,89,S31,S22
40,43,S32,S22
4,5,S32,S22
148,151,S32,S5
60,63,S32,S22
70,72,S32,S22
223,238,S32,S26
2,2,S32,S22
127,128,S32,S5
110,111,S32,S22
84,86,S32,S22
3,3,S32,S22
88,88,S32,S5
59,62,S32,S22
3,3,S32,S20
4,4,S32,S22
87,88,S32,S22
174,172,S32,S26
141,149,S32,S5
60,59,S32,S22
61,62,S32,S22
4,4,S32,S20
16,18,S32,S22
70,69,S32,S5
37,38,S32,S22
3,3,S33,S20
192,182,S33,S26
72,73,S33,S22
160,159,S33,S22
84,84,S33,S22
66,64,S33,S5
138,133,S33,S22
64,62,S33,S22
43,43,S33,S22
115,117,S33,S22
100,97,S33,S22
4,3,S33,S20
4,4,S33,S22
4,3,S33,S22
3,3,S33,S22
3,3,S33,S22
9,10,S33,S22
125,130,S33,S26
80,82,S33,S22
63,64,S33,S22
39,42,S33,S22
4,6,S33,S20
90,87,S33,S22
5,4,S33,S20
67,68,S34,S22
2,1,S34,S20
165,169,S34,S22
1,1,S34,S20
31,33,S34,S22
1,1,S34,S20
156,150,S34,S22
1,1,S34,S22
0,0,S34,S28
106,106,S34,S22
105,108,S34,S22
255,255,S34,S5
93,94,S34,S5
177,181,S34,S5
139,142,S34,S22
1,1,S34,S20
131,130,S34,S22
0,1,S34,S22
108,112,S34,S22
79,80,S34,S22
135,138,S34,S5
1,1,S34,S20
81,82,S34,S22
82,84,S34,S5
104,103,S35,S22
109,108,S35,S22
6,7,S35,S11
4,4,S35,S20
157,157,S35,S5
59,66,S35,S5
73,73,S35,S22
5,5,S35,S22
177,197,S35,S22
106,107,S35,S22
69,71,S35,S22
4,4,S35,S20
146,149,S35,S5
119,120,S35,S5
15,16,S35,S5
212,208,S35,S26
53,55,S35,S22
4,4,S35,S20
5,5,S35,S22
90,90,S35,S22
122,115,S35,S22
255,252,S35,S26
70,70,S35,S22
6,7,S35,S20
4,3,S36,S22
90,90,S36,S22
3,3,S36,S20
89,91,S36,S22
3,3,S36,S20
3,3,S36,S23
5,6,S36,S22
22,24,S36,S22
2,2,S36,S20
186,182,S36,S5
3,3,S36,S20
95,90,S36,S32
204,209,S36,S5
105,106,S36,S22
39,40,S36,S22
2,2,S36,S20
204,196,S36,S22
61,63,S36,S22
171,157,S36,S22
48,50,S36,S22
51,49,S36,S5
133,134,S36,S22
4,4,S36,S32
86,86,S36,S22
92,96,S37,S22
8,8,S37,S22
241,255,S37,S22
57,64,S37,S22
177,186,S37,S5
96,103,S37,S22
57,64,S37,S22
92,94,S37,S22
43,48,S37,S22
7,8,S37,S1
6,7,S37,S20
230,238,S37,S5
72,79,S37,S22
174,177,S37,S5
76,80,S37,S22
122,131,S37,S22
255,255,S37,S26
8,8,S37,S20
5,7,S37,S20
54,57,S37,S22
116,122,S37,S22
12,15,S37,S22
107,114,S37,S22
254,254,S37,S26
74,73,S38,S22
1,1,S38,S22
1,1,S38,S22
127,126,S38,S5
35,36,S38,S22
0,1,S38,S22
84,80,S38,S5
1,1,S38,S20
12,14,S38,S32
59,61,S38,S22
74,74,S38,S5
49,50,S38,S22
137,139,S38,S22
1,1,S38,S22
193,184,S38,S26
53,55,S38,S22
95,98,S38,S22
204,194,S38,S26
2,1,S38,S22
19,21,S38,S22
89,90,S38,S22
16,17,S38,S22
133,135,S38,S22
8,7,S38,S5
